term,term_code,course_code,course_title,section,crn,meeting_schedule,location,location_status,instructor,schedule_type_code,class_status,cab_status_code,cancelled,start_date,end_date,cab_schedule_and_location,source_url
Fall 2026,202610,EEPS 1970,Undergraduate Senior Thesis Course,S16,11645,TBA,TBA,TBA,L. Smith,I,Active,A,false,2026-09-09,2026-12-21,TBA,https://cab.brown.edu/
Fall 2026,202610,EEPS 1970,Undergraduate Senior Thesis Course,S17,11646,TBA,TBA,TBA,M. Freilich,I,Active,A,false,2026-09-09,2026-12-21,TBA,https://cab.brown.edu/
Fall 2026,202610,EEPS 1970,Undergraduate Senior Thesis Course,S18,11647,TBA,TBA,TBA,J. Lee,I,Active,A,false,2026-09-09,2026-12-21,TBA,https://cab.brown.edu/
Fall 2026,202610,EEPS 1970,Undergraduate Senior Thesis Course,S20,11648,TBA,TBA,TBA,G. Budde,I,Active,A,false,2026-09-09,2026-12-21,TBA,https://cab.brown.edu/
Fall 2026,202610,EEPS 1970,Undergraduate Senior Thesis Course,S21,11649,TBA,TBA,TBA,A. Lynch,I,Active,A,false,2026-09-09,2026-12-21,TBA,https://cab.brown.edu/
Fall 2026,202610,EEPS 1970,Undergraduate Senior Thesis Course,S24,11650,TBA,TBA,TBA,M. Hastings,I,Active,A,false,2026-09-09,2026-12-21,TBA,https://cab.brown.edu/
Fall 2026,202610,EEPS 1970,Undergraduate Senior Thesis Course,S26,11651,TBA,TBA,TBA,B. Fox-Kemper,I,Active,A,false,2026-09-09,2026-12-21,TBA,https://cab.brown.edu/
Fall 2026,202610,EEPS 1970,Undergraduate Senior Thesis Course,S27,11652,TBA,TBA,TBA,A. Saal,I,Active,A,false,2026-09-09,2026-12-21,TBA,https://cab.brown.edu/
Fall 2026,202610,EEPS 1970,Undergraduate Senior Thesis Course,S28,11653,TBA,TBA,TBA,E. Hodgin,I,Active,A,false,2026-09-09,2026-12-21,TBA,https://cab.brown.edu/
Fall 2026,202610,EEPS 1970,Undergraduate Senior Thesis Course,S29,11654,TBA,TBA,TBA,I. Daubar,I,Active,A,false,2026-09-09,2026-12-21,TBA,https://cab.brown.edu/
Fall 2026,202610,EEPS 1970,Undergraduate Senior Thesis Course,S30,11655,TBA,TBA,TBA,V. Tsai,I,Active,A,false,2026-09-09,2026-12-21,TBA,https://cab.brown.edu/
Fall 2026,202610,EEPS 1970,Undergraduate Senior Thesis Course,S31,11656,TBA,TBA,TBA,D. Ibarra,I,Active,A,false,2026-09-09,2026-12-21,TBA,https://cab.brown.edu/
Fall 2026,202610,EEPS 1970,Undergraduate Senior Thesis Course,S33,11657,TBA,TBA,TBA,A. Evans,I,Active,A,false,2026-09-09,2026-12-21,TBA,https://cab.brown.edu/
Fall 2026,202610,EEPS 1970,Undergraduate Senior Thesis Course,S34,11658,TBA,TBA,TBA,E. Di Lorenzo,I,Active,A,false,2026-09-09,2026-12-21,TBA,https://cab.brown.edu/
Fall 2026,202610,EEPS 1970,Undergraduate Senior Thesis Course,S35,11659,TBA,TBA,TBA,E. Cooperdock,I,Active,A,false,2026-09-09,2026-12-21,TBA,https://cab.brown.edu/
Fall 2026,202610,EEPS 1970,Undergraduate Senior Thesis Course,S36,11660,TBA,TBA,TBA,S. Salap-Ayca,I,Active,A,false,2026-09-09,2026-12-21,TBA,https://cab.brown.edu/
Fall 2026,202610,EEPS 1970,Undergraduate Senior Thesis Course,S37,11661,TBA,TBA,TBA,K. Cobb,I,Active,A,false,2026-09-09,2026-12-21,TBA,https://cab.brown.edu/
Fall 2026,202610,EEPS 1970,Undergraduate Senior Thesis Course,S38,11662,TBA,TBA,TBA,M. Freilich,I,Active,A,false,2026-09-09,2026-12-21,TBA,https://cab.brown.edu/
Fall 2026,202610,EEPS 2910N,Melt and Melting in the Mantle and Crust,S01,15612,TTh 9am-10:20am,Geo-Chemistry Building 029,Physical location published,Dalton/Huber,S,Active,A,false,2026-09-09,2026-12-21,TTh 9am-10:20am in Geo-Chemistry Building 029,https://cab.brown.edu/
Fall 2026,202610,EEPS 2920D,Introduction to Geochemical Modeling,S01,14943,TTh 1pm-2:20pm,Geo-Chemistry Building 150,Physical location published,Y. Liang,S,Active,A,false,2026-09-09,2026-12-21,TTh 1pm-2:20pm in Geo-Chemistry Building 150,https://cab.brown.edu/
Fall 2026,202610,EEPS 2980,Research in Geological Sciences,S02,11663,TBA,TBA,TBA,R. Cooper,I,Active,A,false,2026-09-09,2026-12-21,TBA,https://cab.brown.edu/
Fall 2026,202610,EEPS 2980,Research in Geological Sciences,S03,11664,TBA,TBA,TBA,A. Lynch,I,Active,A,false,2026-09-09,2026-12-21,TBA,https://cab.brown.edu/
Fall 2026,202610,EEPS 2980,Research in Geological Sciences,S04,11665,TBA,TBA,TBA,K. Fischer,I,Active,A,false,2026-09-09,2026-12-21,TBA,https://cab.brown.edu/
Fall 2026,202610,EEPS 2980,Research in Geological Sciences,S07,11666,TBA,TBA,TBA,T. Herbert,I,Active,A,false,2026-09-09,2026-12-21,TBA,https://cab.brown.edu/
Fall 2026,202610,EEPS 2980,Research in Geological Sciences,S08,11667,TBA,TBA,TBA,Y. Huang,I,Active,A,false,2026-09-09,2026-12-21,TBA,https://cab.brown.edu/
Fall 2026,202610,EEPS 2980,Research in Geological Sciences,S09,11668,TBA,TBA,TBA,Y. Liang,I,Active,A,false,2026-09-09,2026-12-21,TBA,https://cab.brown.edu/
Fall 2026,202610,EEPS 2980,Research in Geological Sciences,S10,11669,TBA,TBA,TBA,J. Mustard,I,Active,A,false,2026-09-09,2026-12-21,TBA,https://cab.brown.edu/
Fall 2026,202610,EEPS 2980,Research in Geological Sciences,S14,11670,TBA,TBA,TBA,J. Russell,I,Active,A,false,2026-09-09,2026-12-21,TBA,https://cab.brown.edu/
Fall 2026,202610,EEPS 2980,Research in Geological Sciences,S15,11671,TBA,TBA,TBA,A. Saal,I,Active,A,false,2026-09-09,2026-12-21,TBA,https://cab.brown.edu/
Fall 2026,202610,EEPS 2980,Research in Geological Sciences,S16,11672,TBA,TBA,TBA,J. Head,I,Active,A,false,2026-09-09,2026-12-21,TBA,https://cab.brown.edu/
Fall 2026,202610,EEPS 2980,Research in Geological Sciences,S17,11673,TBA,TBA,TBA,C. Dalton,I,Active,A,false,2026-09-09,2026-12-21,TBA,https://cab.brown.edu/
Fall 2026,202610,EEPS 2980,Research in Geological Sciences,S18,11674,TBA,TBA,TBA,R. Milliken,I,Active,A,false,2026-09-09,2026-12-21,TBA,https://cab.brown.edu/
Fall 2026,202610,EEPS 2980,Research in Geological Sciences,S19,11675,TBA,TBA,TBA,M. Freilich,I,Active,A,false,2026-09-09,2026-12-21,TBA,https://cab.brown.edu/
Fall 2026,202610,EEPS 2980,Research in Geological Sciences,S20,11676,TBA,TBA,TBA,C. Huber,I,Active,A,false,2026-09-09,2026-12-21,TBA,https://cab.brown.edu/
Fall 2026,202610,EEPS 2980,Research in Geological Sciences,S21,11677,TBA,TBA,TBA,J. Lee,I,Active,A,false,2026-09-09,2026-12-21,TBA,https://cab.brown.edu/
Fall 2026,202610,EEPS 2980,Research in Geological Sciences,S22,11678,TBA,TBA,TBA,G. Hirth,I,Active,A,false,2026-09-09,2026-12-21,TBA,https://cab.brown.edu/
Fall 2026,202610,EEPS 2980,Research in Geological Sciences,S23,11679,TBA,TBA,TBA,M. Hastings,I,Active,A,false,2026-09-09,2026-12-21,TBA,https://cab.brown.edu/
Fall 2026,202610,EEPS 2980,Research in Geological Sciences,S24,11680,TBA,TBA,TBA,S. Parman,I,Active,A,false,2026-09-09,2026-12-21,TBA,https://cab.brown.edu/
Fall 2026,202610,EEPS 2980,Research in Geological Sciences,S25,11681,TBA,TBA,TBA,B. Fox-Kemper,I,Active,A,false,2026-09-09,2026-12-21,TBA,https://cab.brown.edu/
Fall 2026,202610,EEPS 2980,Research in Geological Sciences,S26,11682,TBA,TBA,TBA,A. Evans,I,Active,A,false,2026-09-09,2026-12-21,TBA,https://cab.brown.edu/
Fall 2026,202610,EEPS 2980,Research in Geological Sciences,S27,11683,TBA,TBA,TBA,L. Smith,I,Active,A,false,2026-09-09,2026-12-21,TBA,https://cab.brown.edu/
Fall 2026,202610,EEPS 2980,Research in Geological Sciences,S28,11684,TBA,TBA,TBA,K. Bergen,I,Active,A,false,2026-09-09,2026-12-21,TBA,https://cab.brown.edu/
Fall 2026,202610,EEPS 2980,Research in Geological Sciences,S29,11685,TBA,TBA,TBA,D. Ibarra,I,Active,A,false,2026-09-09,2026-12-21,TBA,https://cab.brown.edu/
Fall 2026,202610,EEPS 2980,Research in Geological Sciences,S31,11686,TBA,TBA,TBA,E. Di Lorenzo,I,Full,F,false,2026-09-09,2026-12-21,TBA,https://cab.brown.edu/
Fall 2026,202610,EEPS 2980,Research in Geological Sciences,S32,11687,TBA,TBA,TBA,G. Budde,I,Active,A,false,2026-09-09,2026-12-21,TBA,https://cab.brown.edu/
Fall 2026,202610,EEPS 2980,Research in Geological Sciences,S33,11688,TBA,TBA,TBA,V. Tsai,I,Active,A,false,2026-09-09,2026-12-21,TBA,https://cab.brown.edu/
Fall 2026,202610,EEPS 2980,Research in Geological Sciences,S34,11689,TBA,TBA,TBA,K. Cobb,I,Active,A,false,2026-09-09,2026-12-21,TBA,https://cab.brown.edu/
Fall 2026,202610,EEPS 2980,Research in Geological Sciences,S35,11690,TBA,TBA,TBA,S. Birch,I,Active,A,false,2026-09-09,2026-12-21,TBA,https://cab.brown.edu/
Fall 2026,202610,EEPS 2980,Research in Geological Sciences,S36,11691,TBA,TBA,TBA,E. Cooperdock,I,Active,A,false,2026-09-09,2026-12-21,TBA,https://cab.brown.edu/
Fall 2026,202610,EEPS 2980,Research in Geological Sciences,S37,11692,TBA,TBA,TBA,H. Lau,I,Active,A,false,2026-09-09,2026-12-21,TBA,https://cab.brown.edu/
Fall 2026,202610,EEPS 2980,Research in Geological Sciences,S38,11693,TBA,TBA,TBA,E. Hodgin,I,Active,A,false,2026-09-09,2026-12-21,TBA,https://cab.brown.edu/
Fall 2026,202610,EEPS 2980,Research in Geological Sciences,S39,11694,TBA,TBA,TBA,J. Dottin,I,Full,F,false,2026-09-09,2026-12-21,TBA,https://cab.brown.edu/
Fall 2026,202610,EEPS 2980,Research in Geological Sciences,S40,11695,TBA,TBA,TBA,E. Di Lorenzo,I,Active,A,false,2026-09-09,2026-12-21,TBA,https://cab.brown.edu/
Fall 2026,202610,EEPS 2980,Research in Geological Sciences,S41,11696,TBA,TBA,TBA,C. Horvat,I,Active,A,false,2026-09-09,2026-12-21,TBA,https://cab.brown.edu/
Fall 2026,202610,EEPS 2990,Thesis Preparation,S01,13309,TBA,TBA,TBA,TBD,E,Active,A,false,2026-09-09,2026-12-21,TBA,https://cab.brown.edu/
Fall 2026,202610,EGYT 1050,"Gods, Mummies, and Myths: Exploring Ancient Egyptian Society",S01,15625,MW 3pm-4:20pm,Friedman Hall 101,Physical location published,C. Alvarez,S,Active,A,false,2026-09-09,2026-12-21,MW 3pm-4:20pm in Friedman Hall 101,https://cab.brown.edu/
Fall 2026,202610,EGYT 1310,Introduction to Classical Hieroglyphic Egyptian Writing and Language (Middle Egyptian I),S01,15088,MWF 1pm-1:50pm,Page-Robinson Hall 202,Physical location published,C. Alvarez,S,Active,A,false,2026-09-09,2026-12-21,MWF 1pm-1:50pm in Page-Robinson Hall 202,https://cab.brown.edu/
Fall 2026,202610,EGYT 1435,At the Crossroads of Three Continents: Ancient Egypt’s History from the Collapse to Cleopatra,S01,15626,MWF 10am-10:50am,Page-Robinson Hall 201,Physical location published,J. Russell,S,Active,A,false,2026-09-09,2026-12-21,MWF 10am-10:50am in Page-Robinson Hall 201,https://cab.brown.edu/
Fall 2026,202610,EGYT 1910,Senior Seminar,S01,11697,TBA,TBA,TBA,J. Allen,I,Active,A,false,2026-09-09,2026-12-21,TBA,https://cab.brown.edu/
Fall 2026,202610,EGYT 1910,Senior Seminar,S02,11698,TBA,TBA,TBA,TBD,I,Active,A,false,2026-09-09,2026-12-21,TBA,https://cab.brown.edu/
Fall 2026,202610,EGYT 1910,Senior Seminar,S03,11699,TBA,TBA,TBA,M. Rutz,I,Active,A,false,2026-09-09,2026-12-21,TBA,https://cab.brown.edu/
Fall 2026,202610,EGYT 1910,Senior Seminar,S04,11700,TBA,TBA,TBA,L. Bestock,I,Active,A,false,2026-09-09,2026-12-21,TBA,https://cab.brown.edu/
Fall 2026,202610,EGYT 1910,Senior Seminar,S05,11701,TBA,TBA,TBA,J. Steele,I,Active,A,false,2026-09-09,2026-12-21,TBA,https://cab.brown.edu/
Fall 2026,202610,EGYT 1990,Individual Study Project,S01,11702,TBA,TBA,TBA,C. Alvarez,I,Active,A,false,2026-09-09,2026-12-21,TBA,https://cab.brown.edu/
Fall 2026,202610,EGYT 1990,Individual Study Project,S02,11703,TBA,TBA,TBA,L. Bestock,I,Active,A,false,2026-09-09,2026-12-21,TBA,https://cab.brown.edu/
Fall 2026,202610,EGYT 1990,Individual Study Project,S03,11704,TBA,TBA,TBA,J. Russell,I,Active,A,false,2026-09-09,2026-12-21,TBA,https://cab.brown.edu/
Fall 2026,202610,EGYT 2450,Exchange Scholar Program,S01,13310,TBA,TBA,TBA,TBD,E,Active,A,false,2026-09-09,2026-12-21,TBA,https://cab.brown.edu/
Fall 2026,202610,EGYT 2970,Preliminary Examination Preparation,S01,13311,TBA,TBA,TBA,TBD,E,Active,A,false,2026-09-09,2026-12-21,TBA,https://cab.brown.edu/
Fall 2026,202610,EGYT 2980,Reading and Research,S01,11705,TBA,TBA,TBA,J. Russell,I,Active,A,false,2026-09-09,2026-12-21,TBA,https://cab.brown.edu/
Fall 2026,202610,EGYT 2980,Reading and Research,S02,11706,TBA,TBA,TBA,C. Alvarez,I,Active,A,false,2026-09-09,2026-12-21,TBA,https://cab.brown.edu/
Fall 2026,202610,EGYT 2980,Reading and Research,S03,13482,TBA,TBA,TBA,L. Bestock,I,Active,A,false,2026-09-09,2026-12-21,TBA,https://cab.brown.edu/
Fall 2026,202610,EGYT 2990,Thesis Preparation,S01,13312,TBA,TBA,TBA,TBD,E,Active,A,false,2026-09-09,2026-12-21,TBA,https://cab.brown.edu/
Fall 2026,202610,EINT 2300,Negotiating an American Classroom,S01,13443,MTWTh 12pm-12:50pm,Metcalf Research Building 105,Physical location published,B. Gourlay,S,Active,A,false,2026-09-09,2026-12-21,MTWTh 12pm-12:50pm in Metcalf Research Building 105,https://cab.brown.edu/
Fall 2026,202610,EINT 2400,Speaking Professionally for Internationals,S01,13560,MW 10am-10:50am,Metcalf Research Building 105,Physical location published,B. Gourlay,S,Active,A,false,2026-09-09,2026-12-21,MW 10am-10:50am in Metcalf Research Building 105,https://cab.brown.edu/
Fall 2026,202610,EINT 2400,Speaking Professionally for Internationals,S02,13561,TTh 10am-10:50am,Metcalf Research Building 105,Physical location published,B. Gourlay,S,Active,A,false,2026-09-09,2026-12-21,TTh 10am-10:50am in Metcalf Research Building 105,https://cab.brown.edu/
Fall 2026,202610,EINT 2500,Advanced Articulation Tutorial,S01,13566,MTWTh 11am-11:50am,Metcalf Research Building 105,Physical location published,B. Gourlay,S,Active,A,false,2026-09-09,2026-12-21,MTWTh 11am-11:50am in Metcalf Research Building 105,https://cab.brown.edu/
Fall 2026,202610,EMOW 0202S,Memento Mori: The (Dead) Body in Medieval and Early Modern Literature and Culture (ENGL 0202S),,16116,,See primary listing,Cross-listed reference,See details,0,Cross-listed reference,X,false,2026-09-09,2026-12-21,,https://cab.brown.edu/
Fall 2026,202610,EMOW 0202U,Romantic Comedies: Then and Now (ENGL 0202U),,16117,,See primary listing,Cross-listed reference,See details,0,Cross-listed reference,X,false,2026-09-09,2026-12-21,,https://cab.brown.edu/
Fall 2026,202610,EMOW 0300R,New and Imagined Worlds from the Middle Ages to the Renaissance (ENGL 0300R),,16118,,See primary listing,Cross-listed reference,See details,0,Cross-listed reference,X,false,2026-09-09,2026-12-21,,https://cab.brown.edu/
Fall 2026,202610,EMOW 1120G,Reading Humanist Latin Texts (LATN 1120G),,16110,,See primary listing,Cross-listed reference,See details,0,Cross-listed reference,X,false,2026-09-09,2026-12-21,,https://cab.brown.edu/
Fall 2026,202610,EMOW 1152,Worldmaking Across the Colonial Sphere: Art and Knowledge in the Spanish Empire (HIAA 1152),,16120,,See primary listing,Cross-listed reference,See details,0,Cross-listed reference,X,false,2026-09-09,2026-12-21,,https://cab.brown.edu/
Fall 2026,202610,EMOW 1240P,Health and Medicine in Cervantes and His World (Literature and Science)- HISP 1240P,,16119,,See primary listing,Cross-listed reference,See details,0,Cross-listed reference,X,false,2026-09-09,2026-12-21,,https://cab.brown.edu/
Fall 2026,202610,EMOW 1262M,"Truth on Trial: Justice in Italy, 1400-1800 (HIST 1262M)",,16109,,See primary listing,Cross-listed reference,See details,0,Cross-listed reference,X,false,2026-09-09,2026-12-21,,https://cab.brown.edu/
Fall 2026,202610,EMOW 1266C,"English History, 1529-1660 (HIST 1266C)",,16111,,See primary listing,Cross-listed reference,See details,0,Cross-listed reference,X,false,2026-09-09,2026-12-21,,https://cab.brown.edu/
Fall 2026,202610,EMOW 1964A,"Age of Impostors: Fraud, Identification, and the Self in Early Modern Europe(HIST 1964A)",,16108,,See primary listing,Cross-listed reference,See details,0,Cross-listed reference,X,false,2026-09-09,2026-12-21,,https://cab.brown.edu/
Fall 2026,202610,EMOW 1964I,"England Without a Monarchy: Regicide and Republic, 1649-1660",,16112,,See primary listing,Cross-listed reference,See details,0,Cross-listed reference,X,false,2026-09-09,2026-12-21,,https://cab.brown.edu/
Fall 2026,202610,EMOW 1980,Independent Study in EMOW,S01,14391,TBA,TBA,TBA,T. Nummedal,I,Active,A,false,2026-09-09,2026-12-21,TBA,https://cab.brown.edu/
Fall 2026,202610,ENGL 0100F,"Devils, Demons, Do-Gooders",C01,15648,F 9am-9:50am,Salomon Center 003,Physical location published,J. Egan,C,Full,F,false,2026-09-09,2026-12-21,F 9am-9:50am in Salomon Center 003,https://cab.brown.edu/
Fall 2026,202610,ENGL 0100F,"Devils, Demons, Do-Gooders",C02,15649,Th 12pm-12:50pm,Rockefeller Library 205,Physical location published,TBD,C,Active,A,false,2026-09-09,2026-12-21,Th 12pm-12:50pm in Rockefeller Library 205,https://cab.brown.edu/
Fall 2026,202610,ENGL 0100F,"Devils, Demons, Do-Gooders",C03,16304,Th 12pm-12:50pm,101 Thayer Street (VGQ 1st fl) 116B,Physical location published,TBD,C,Active,A,false,2026-09-09,2026-12-21,Th 12pm-12:50pm in 101 Thayer Street (VGQ 1st fl) 116B,https://cab.brown.edu/
Fall 2026,202610,ENGL 0100F,"Devils, Demons, Do-Gooders",S01,14888,MW 9am-9:50am,Salomon Center 003,Physical location published,J. Egan,S,Active,A,false,2026-09-09,2026-12-21,MW 9am-9:50am in Salomon Center 003,https://cab.brown.edu/
Fall 2026,202610,ENGL 0100P,Love Stories,C01,15650,F 11am-11:50am,List Art Center 110,Physical location published,J. Kuzner,C,Full,F,false,2026-09-09,2026-12-21,F 11am-11:50am in List Art Center 110,https://cab.brown.edu/
Fall 2026,202610,ENGL 0100P,Love Stories,C02,15651,Th 12pm-12:50pm,Rockefeller Library 412,Physical location published,TBD,C,Active,A,false,2026-09-09,2026-12-21,Th 12pm-12:50pm in Rockefeller Library 412,https://cab.brown.edu/
Fall 2026,202610,ENGL 0100P,Love Stories,S01,13774,MW 11am-11:50am,List Art Center 110,Physical location published,J. Kuzner,S,Active,A,false,2026-09-09,2026-12-21,MW 11am-11:50am in List Art Center 110,https://cab.brown.edu/
Fall 2026,202610,ENGL 0101J,Migration and Its Discontents: Asian American Literature and Culture,C01,15652,F 1pm-1:50pm,Smith-Buonanno Hall 101,Physical location published,TBD,C,Active,A,false,2026-09-09,2026-12-21,F 1pm-1:50pm in Smith-Buonanno Hall 101,https://cab.brown.edu/
Fall 2026,202610,ENGL 0101J,Migration and Its Discontents: Asian American Literature and Culture,C02,15653,T 12pm-12:50pm,Rockefeller Library 205,Physical location published,R. Liu,C,Active,A,false,2026-09-09,2026-12-21,T 12pm-12:50pm in Rockefeller Library 205,https://cab.brown.edu/
Fall 2026,202610,ENGL 0101J,Migration and Its Discontents: Asian American Literature and Culture,S01,14064,MW 1pm-1:50pm,Smith-Buonanno Hall 101,Physical location published,R. Liu,S,Active,A,false,2026-09-09,2026-12-21,MW 1pm-1:50pm in Smith-Buonanno Hall 101,https://cab.brown.edu/
Fall 2026,202610,ENGL 0202R,Trans / Lit / Now,S01,15656,MWF 12pm-12:50pm,70 Brown Street 315,Physical location published,P. Levitch,S,Active,A,false,2026-09-09,2026-12-21,MWF 12pm-12:50pm in 70 Brown Street 315,https://cab.brown.edu/
Fall 2026,202610,ENGL 0202S,Memento Mori: The (Dead) Body in Medieval and Early Modern Literature and Culture,S01,15657,MWF 11am-11:50am,70 Brown Street 315,Physical location published,G. Quast,S,Full,F,false,2026-09-09,2026-12-21,MWF 11am-11:50am in 70 Brown Street 315,https://cab.brown.edu/
Fall 2026,202610,ENGL 0202U,Romantic Comedies: Then and Now,S01,15658,MWF 1pm-1:50pm,70 Brown Street 315,Physical location published,M. Kessinger,S,Full,F,false,2026-09-09,2026-12-21,MWF 1pm-1:50pm in 70 Brown Street 315,https://cab.brown.edu/
Fall 2026,202610,ENGL 0202X,"“I’m not hysterical, I’m homicidal!”: The Monstrous Feminine",S01,15659,MWF 1pm-1:50pm,Page-Robinson Hall 402,Physical location published,M. Quesen,S,Full,F,false,2026-09-09,2026-12-21,MWF 1pm-1:50pm in Page-Robinson Hall 402,https://cab.brown.edu/
Fall 2026,202610,ENGL 0300R,New and Imagined Worlds from the Middle Ages to the Renaissance,S01,15677,MWF 11am-11:50am,Rockefeller Library 205,Physical location published,C. Yates,S,Full,F,false,2026-09-09,2026-12-21,MWF 11am-11:50am in Rockefeller Library 205,https://cab.brown.edu/
Fall 2026,202610,ENGL 0310A,Shakespeare,C01,15654,F 10am-10:50am,Smith-Buonanno Hall 201,Physical location published,C. Scozzaro,C,Full,F,false,2026-09-09,2026-12-21,F 10am-10:50am in Smith-Buonanno Hall 201,https://cab.brown.edu/
Fall 2026,202610,ENGL 0310A,Shakespeare,C02,15655,Th 12pm-12:50pm,List Art Center 220,Physical location published,TBD,C,Active,A,false,2026-09-09,2026-12-21,Th 12pm-12:50pm in List Art Center 220,https://cab.brown.edu/
Fall 2026,202610,ENGL 0310A,Shakespeare,S01,13748,MW 10am-10:50am,Smith-Buonanno Hall 201,Physical location published,C. Scozzaro,S,Active,A,false,2026-09-09,2026-12-21,MW 10am-10:50am in Smith-Buonanno Hall 201,https://cab.brown.edu/
Fall 2026,202610,ENGL 0500S,Sinners and Saints: Literature and the Moral Imagination,S01,15404,TTh 2:30pm-3:50pm,Page-Robinson Hall 501,Physical location published,P. Gould,S,Full,F,false,2026-09-09,2026-12-21,TTh 2:30pm-3:50pm in Page-Robinson Hall 501,https://cab.brown.edu/
Fall 2026,202610,ENGL 0511H,Late Romantics,S01,14015,TTh 9am-10:20am,Friedman Hall 101,Physical location published,J. Khalip,S,Active,A,false,2026-09-09,2026-12-21,TTh 9am-10:20am in Friedman Hall 101,https://cab.brown.edu/
Fall 2026,202610,ENGL 0700R,Modernist Cities,S01,13752,TTh 10:30am-11:50am,Churchill House 008,Physical location published,T. Katz,S,Full,F,false,2026-09-09,2026-12-21,TTh 10:30am-11:50am in Churchill House 008,https://cab.brown.edu/
Fall 2026,202610,ENGL 0710U,Funny/Not Funny: Taking Comedy Seriously,C01,15759,Th 12pm-12:50pm,Smith-Buonanno Hall G13,Physical location published,TBD,C,Full,F,false,2026-09-09,2026-12-21,Th 12pm-12:50pm in Smith-Buonanno Hall G13,https://cab.brown.edu/
Fall 2026,202610,ENGL 0710U,Funny/Not Funny: Taking Comedy Seriously,C02,15760,Th 12pm-12:50pm,Smith-Buonanno Hall 206,Physical location published,TBD,C,Full,F,false,2026-09-09,2026-12-21,Th 12pm-12:50pm in Smith-Buonanno Hall 206,https://cab.brown.edu/
Fall 2026,202610,ENGL 0710U,Funny/Not Funny: Taking Comedy Seriously,S01,13753,MW 3pm-4:20pm,85 Waterman Street 015,Physical location published,R. Reichman,S,Full,F,false,2026-09-09,2026-12-21,MW 3pm-4:20pm in 85 Waterman Street 015,https://cab.brown.edu/
Fall 2026,202610,ENGL 0710V,Death and Dying in Black Literature,S01,13754,MW 3pm-4:20pm,Salomon Center 003,Physical location published,K. Quashie,S,Active,A,false,2026-09-09,2026-12-21,MW 3pm-4:20pm in Salomon Center 003,https://cab.brown.edu/
Fall 2026,202610,ENGL 0800X,Zoopoetics,S01,14931,Th 4pm-6:30pm,Sayles Hall 105,Physical location published,A. Smailbegovic,S,Active,A,false,2026-09-09,2026-12-21,Th 4pm-6:30pm in Sayles Hall 105,https://cab.brown.edu/
Fall 2026,202610,ENGL 0900,Critical Reading and Writing I: The Academic Essay,S01,13732,TTh 6:40pm-8pm,Page-Robinson Hall 501,Physical location published,A. Jackson,S,Full,F,false,2026-09-09,2026-12-21,TTh 6:40pm-8pm in Page-Robinson Hall 501,https://cab.brown.edu/
Fall 2026,202610,ENGL 0900,Critical Reading and Writing I: The Academic Essay,S02,13733,TTh 2:30pm-3:50pm,70 Brown Street 315,Physical location published,A. Jackson,S,Full,F,false,2026-09-09,2026-12-21,TTh 2:30pm-3:50pm in 70 Brown Street 315,https://cab.brown.edu/
Fall 2026,202610,ENGL 0900,Critical Reading and Writing I: The Academic Essay,S03,15667,MWF 11am-11:50am,Page-Robinson Hall 203,Physical location published,TBD,S,Full,F,false,2026-09-09,2026-12-21,MWF 11am-11:50am in Page-Robinson Hall 203,https://cab.brown.edu/
Fall 2026,202610,ENGL 0900,Critical Reading and Writing I: The Academic Essay,S04,15668,MWF 12pm-12:50pm,Page-Robinson Hall 202,Physical location published,TBD,S,Full,F,false,2026-09-09,2026-12-21,MWF 12pm-12:50pm in Page-Robinson Hall 202,https://cab.brown.edu/
Fall 2026,202610,ENGL 0900,Critical Reading and Writing I: The Academic Essay,S05,15669,MWF 2pm-2:50pm,70 Brown Street 218,Physical location published,TBD,S,Full,F,false,2026-09-09,2026-12-21,MWF 2pm-2:50pm in 70 Brown Street 218,https://cab.brown.edu/
Fall 2026,202610,ENGL 0900,Critical Reading and Writing I: The Academic Essay,S06,15791,TTh 6:40pm-8pm,Page-Robinson Hall 502,Physical location published,TBD,S,Active,A,false,2026-09-09,2026-12-21,TTh 6:40pm-8pm in Page-Robinson Hall 502,https://cab.brown.edu/
Fall 2026,202610,ENGL 0910X,The Earned First Person (LITR 0310S),,15882,,See primary listing,Cross-listed reference,See details,0,Cross-listed reference,X,false,2026-09-09,2026-12-21,,https://cab.brown.edu/
Fall 2026,202610,ENGL 0930,Introduction to Creative Nonfiction,S01,13734,MWF 8am-8:50am,Page-Robinson Hall 201,Physical location published,L. Stanley,S,Full,F,false,2026-09-09,2026-12-21,MWF 8am-8:50am in Page-Robinson Hall 201,https://cab.brown.edu/
Fall 2026,202610,ENGL 0930,Introduction to Creative Nonfiction,S02,13735,MWF 10am-10:50am,70 Brown Street 315,Physical location published,M. Stewart,S,Full,F,false,2026-09-09,2026-12-21,MWF 10am-10:50am in 70 Brown Street 315,https://cab.brown.edu/
Fall 2026,202610,ENGL 0930,Introduction to Creative Nonfiction,S03,13736,MWF 12pm-12:50pm,Page-Robinson Hall 203,Physical location published,E. Hardy,S,Full,F,false,2026-09-09,2026-12-21,MWF 12pm-12:50pm in Page-Robinson Hall 203,https://cab.brown.edu/
Fall 2026,202610,ENGL 0930,Introduction to Creative Nonfiction,S04,13737,MWF 9am-9:50am,70 Brown Street 315,Physical location published,K. Schapira,S,Active,A,false,2026-09-09,2026-12-21,MWF 9am-9:50am in 70 Brown Street 315,https://cab.brown.edu/
