osm_type,osm_id,name,brown_relevant_hint,building_type,amenity,operator,owner,address_number,address_street,address_city,address_state,address_postcode,levels,wikidata,wikipedia,website,latitude,longitude,osm_url,source_url,license
way,495292749,,false,yes,,,,176;178,Williams Street,,,,,,,,41.8226877,-71.397529,https://www.openstreetmap.org/way/495292749,https://overpass-api.de/,"OpenStreetMap contributors, ODbL"
way,495292750,,false,yes,,,,180,,,,,,,,,41.8227117,-71.3970798,https://www.openstreetmap.org/way/495292750,https://overpass-api.de/,"OpenStreetMap contributors, ODbL"
way,495292751,,false,yes,,,,,,,,,,,,,41.8230493,-71.3972536,https://www.openstreetmap.org/way/495292751,https://overpass-api.de/,"OpenStreetMap contributors, ODbL"
way,495292752,,false,yes,,,,172,Williams Street,,,,,,,,41.8226609,-71.3977189,https://www.openstreetmap.org/way/495292752,https://overpass-api.de/,"OpenStreetMap contributors, ODbL"
way,495292753,,false,yes,,,,166;168,Williams Street,,,,,,,,41.8226475,-71.3978939,https://www.openstreetmap.org/way/495292753,https://overpass-api.de/,"OpenStreetMap contributors, ODbL"
way,495292754,,false,garage,,,,,,,,,,,,,41.822649,-71.3981021,https://www.openstreetmap.org/way/495292754,https://overpass-api.de/,"OpenStreetMap contributors, ODbL"
way,495293751,,false,yes,,,,77,Hope Street,,,,,,,,41.8210012,-71.395821,https://www.openstreetmap.org/way/495293751,https://overpass-api.de/,"OpenStreetMap contributors, ODbL"
way,495293752,,false,yes,,,,,,,,,,,,,41.8212526,-71.3957368,https://www.openstreetmap.org/way/495293752,https://overpass-api.de/,"OpenStreetMap contributors, ODbL"
way,495293753,,false,yes,,,,81,Hope Street,,,,,,,,41.821224,-71.3959289,https://www.openstreetmap.org/way/495293753,https://overpass-api.de/,"OpenStreetMap contributors, ODbL"
way,495293754,,false,yes,,,,,,,,,,,,,41.8211551,-71.395257,https://www.openstreetmap.org/way/495293754,https://overpass-api.de/,"OpenStreetMap contributors, ODbL"
way,495293755,,false,yes,,,,,,,,,,,,,41.8210438,-71.3952637,https://www.openstreetmap.org/way/495293755,https://overpass-api.de/,"OpenStreetMap contributors, ODbL"
way,495293756,,false,yes,,,,,,,,,,,,,41.8210904,-71.3954771,https://www.openstreetmap.org/way/495293756,https://overpass-api.de/,"OpenStreetMap contributors, ODbL"
way,495293757,,false,yes,,,,,,,,,,,,,41.8211806,-71.3955291,https://www.openstreetmap.org/way/495293757,https://overpass-api.de/,"OpenStreetMap contributors, ODbL"
way,495293758,,false,yes,,,,,,,,,,,,,41.8212884,-71.3955984,https://www.openstreetmap.org/way/495293758,https://overpass-api.de/,"OpenStreetMap contributors, ODbL"
way,495293759,,false,yes,,,,,,,,,,,,,41.8213549,-71.3953714,https://www.openstreetmap.org/way/495293759,https://overpass-api.de/,"OpenStreetMap contributors, ODbL"
way,495293760,,false,yes,,,,,,,,,,,,,41.8212608,-71.3953332,https://www.openstreetmap.org/way/495293760,https://overpass-api.de/,"OpenStreetMap contributors, ODbL"
way,495293761,,false,yes,,,,,,,,,,,,,41.820976,-71.3954573,https://www.openstreetmap.org/way/495293761,https://overpass-api.de/,"OpenStreetMap contributors, ODbL"
way,495293762,,false,yes,,,,83;85,Hope Street,,,,,,,,41.8214374,-71.3960642,https://www.openstreetmap.org/way/495293762,https://overpass-api.de/,"OpenStreetMap contributors, ODbL"
way,495293763,,false,yes,,,,87,Hope Street,,,,,,,,41.8215866,-71.3961349,https://www.openstreetmap.org/way/495293763,https://overpass-api.de/,"OpenStreetMap contributors, ODbL"
way,495293764,,false,yes,,,,,,,,,,,,,41.8216282,-71.3959211,https://www.openstreetmap.org/way/495293764,https://overpass-api.de/,"OpenStreetMap contributors, ODbL"
way,495293765,,false,yes,,,,,,,,,,,,,41.8217242,-71.3959701,https://www.openstreetmap.org/way/495293765,https://overpass-api.de/,"OpenStreetMap contributors, ODbL"
way,495293766,,false,yes,,,,91,Hope Street,,,,,,,,41.8217187,-71.396231,https://www.openstreetmap.org/way/495293766,https://overpass-api.de/,"OpenStreetMap contributors, ODbL"
way,495293767,,false,yes,,,,93;95;97,,,,,,,,,41.821818,-71.3962815,https://www.openstreetmap.org/way/495293767,https://overpass-api.de/,"OpenStreetMap contributors, ODbL"
way,495293768,,false,yes,,,,,,,,,,,,,41.8218811,-71.3960845,https://www.openstreetmap.org/way/495293768,https://overpass-api.de/,"OpenStreetMap contributors, ODbL"
way,495293769,,false,yes,,,,,,,,,,,,,41.8217559,-71.3958298,https://www.openstreetmap.org/way/495293769,https://overpass-api.de/,"OpenStreetMap contributors, ODbL"
way,495293770,,false,yes,,,,,,,,,,,,,41.8219218,-71.3959026,https://www.openstreetmap.org/way/495293770,https://overpass-api.de/,"OpenStreetMap contributors, ODbL"
way,495293771,,false,yes,,,,,,,,,,,,,41.8219378,-71.3956606,https://www.openstreetmap.org/way/495293771,https://overpass-api.de/,"OpenStreetMap contributors, ODbL"
way,495293772,,false,yes,,,,,,,,,,,,,41.8217511,-71.3955722,https://www.openstreetmap.org/way/495293772,https://overpass-api.de/,"OpenStreetMap contributors, ODbL"
way,495293773,,false,yes,,,,,,,,,,,,,41.8215815,-71.3954539,https://www.openstreetmap.org/way/495293773,https://overpass-api.de/,"OpenStreetMap contributors, ODbL"
way,495293774,,false,yes,,,,,,,,,,,,,41.8215151,-71.3957071,https://www.openstreetmap.org/way/495293774,https://overpass-api.de/,"OpenStreetMap contributors, ODbL"
way,495293775,,false,yes,,,,,,,,,,,,,41.8216731,-71.3957897,https://www.openstreetmap.org/way/495293775,https://overpass-api.de/,"OpenStreetMap contributors, ODbL"
way,495293776,,false,yes,,,,,,,,,,,,,41.8218279,-71.3951866,https://www.openstreetmap.org/way/495293776,https://overpass-api.de/,"OpenStreetMap contributors, ODbL"
way,495293777,,false,yes,,,,,,,,,,,,,41.8216805,-71.3950235,https://www.openstreetmap.org/way/495293777,https://overpass-api.de/,"OpenStreetMap contributors, ODbL"
way,495293778,,false,yes,,,,,,,,,,,,,41.8217073,-71.3949133,https://www.openstreetmap.org/way/495293778,https://overpass-api.de/,"OpenStreetMap contributors, ODbL"
way,495293779,,false,yes,,,,,,,,,,,,,41.8218185,-71.3949521,https://www.openstreetmap.org/way/495293779,https://overpass-api.de/,"OpenStreetMap contributors, ODbL"
way,495293780,,false,yes,,,,,,,,,,,,,41.8218242,-71.3947667,https://www.openstreetmap.org/way/495293780,https://overpass-api.de/,"OpenStreetMap contributors, ODbL"
way,495293781,,false,yes,,,,,,,,,,,,,41.8219359,-71.3947222,https://www.openstreetmap.org/way/495293781,https://overpass-api.de/,"OpenStreetMap contributors, ODbL"
way,495293782,,false,yes,,,,,,,,,,,,,41.8219802,-71.39455,https://www.openstreetmap.org/way/495293782,https://overpass-api.de/,"OpenStreetMap contributors, ODbL"
way,495293783,,false,yes,,,,,,,,,,,,,41.8220552,-71.3952119,https://www.openstreetmap.org/way/495293783,https://overpass-api.de/,"OpenStreetMap contributors, ODbL"
way,495293784,,false,yes,,,,,,,,,,,,,41.8211869,-71.3946519,https://www.openstreetmap.org/way/495293784,https://overpass-api.de/,"OpenStreetMap contributors, ODbL"
way,495294432,,false,yes,,,,,,,,,,,,,41.8206309,-71.3952704,https://www.openstreetmap.org/way/495294432,https://overpass-api.de/,"OpenStreetMap contributors, ODbL"
way,495295066,Persimmon,false,yes,restaurant,,,99,Hope Street,Providence,RI,02906,,,,https://www.persimmonri.com/,41.8220777,-71.3964081,https://www.openstreetmap.org/way/495295066,https://overpass-api.de/,"OpenStreetMap contributors, ODbL"
way,495295067,Fox Point Grocers,false,yes,,,,107,Hope Street,Providence,RI,02906,,,,https://foxpointgrocers.com/,41.8221701,-71.3964917,https://www.openstreetmap.org/way/495295067,https://overpass-api.de/,"OpenStreetMap contributors, ODbL"
way,495295068,,false,yes,,,,,,,,,,,,,41.8221236,-71.3961729,https://www.openstreetmap.org/way/495295068,https://overpass-api.de/,"OpenStreetMap contributors, ODbL"
way,495295069,,false,yes,,,,109,,,,,,,,,41.8223056,-71.3965224,https://www.openstreetmap.org/way/495295069,https://overpass-api.de/,"OpenStreetMap contributors, ODbL"
way,495295070,,false,yes,,,,111,Hope Street,,,,,,,,41.8223684,-71.3965774,https://www.openstreetmap.org/way/495295070,https://overpass-api.de/,"OpenStreetMap contributors, ODbL"
way,495295071,,false,yes,,,,199,Williams Street,,,,,,,,41.8225087,-71.3964028,https://www.openstreetmap.org/way/495295071,https://overpass-api.de/,"OpenStreetMap contributors, ODbL"
way,495295072,,false,yes,,,,,,,,,,,,,41.8225086,-71.396018,https://www.openstreetmap.org/way/495295072,https://overpass-api.de/,"OpenStreetMap contributors, ODbL"
way,495295073,,false,yes,,,,,,,,,,,,,41.8223248,-71.3958485,https://www.openstreetmap.org/way/495295073,https://overpass-api.de/,"OpenStreetMap contributors, ODbL"
way,495295074,,false,yes,,,,,,,,,,,,,41.8222105,-71.3957981,https://www.openstreetmap.org/way/495295074,https://overpass-api.de/,"OpenStreetMap contributors, ODbL"
way,495295075,,false,yes,,,,,,,,,,,,,41.8221625,-71.3960249,https://www.openstreetmap.org/way/495295075,https://overpass-api.de/,"OpenStreetMap contributors, ODbL"
way,495295076,,false,yes,,,,,,,,,,,,,41.8222867,-71.3954374,https://www.openstreetmap.org/way/495295076,https://overpass-api.de/,"OpenStreetMap contributors, ODbL"
way,495295077,,false,yes,,,,,,,,,,,,,41.822372,-71.3952695,https://www.openstreetmap.org/way/495295077,https://overpass-api.de/,"OpenStreetMap contributors, ODbL"
way,495295078,,false,yes,,,,,,,,,,,,,41.8224176,-71.3954845,https://www.openstreetmap.org/way/495295078,https://overpass-api.de/,"OpenStreetMap contributors, ODbL"
way,495295079,,false,yes,,,,,,,,,,,,,41.8225051,-71.3955442,https://www.openstreetmap.org/way/495295079,https://overpass-api.de/,"OpenStreetMap contributors, ODbL"
way,495295080,,false,yes,,,,211,,,,,,,,,41.8226108,-71.3955933,https://www.openstreetmap.org/way/495295080,https://overpass-api.de/,"OpenStreetMap contributors, ODbL"
way,495295081,,false,yes,,,,229,Williams Street,,,,,,,,41.8226113,-71.3953609,https://www.openstreetmap.org/way/495295081,https://overpass-api.de/,"OpenStreetMap contributors, ODbL"
way,495295082,,false,yes,,,,,,,,,,,,,41.8223955,-71.3951612,https://www.openstreetmap.org/way/495295082,https://overpass-api.de/,"OpenStreetMap contributors, ODbL"
way,495295083,,false,yes,,,,,,,,,,,,,41.8224328,-71.3950455,https://www.openstreetmap.org/way/495295083,https://overpass-api.de/,"OpenStreetMap contributors, ODbL"
way,495295084,,false,yes,,,,,,,,,,,,,41.8224249,-71.3949169,https://www.openstreetmap.org/way/495295084,https://overpass-api.de/,"OpenStreetMap contributors, ODbL"
way,495295085,,false,yes,,,,,,,,,,,,,41.8224714,-71.3947634,https://www.openstreetmap.org/way/495295085,https://overpass-api.de/,"OpenStreetMap contributors, ODbL"
way,495295086,,false,yes,,,,,,,,,,,,,41.8225073,-71.3945586,https://www.openstreetmap.org/way/495295086,https://overpass-api.de/,"OpenStreetMap contributors, ODbL"
way,495295087,,false,yes,,,,,,,,,,,,,41.8225697,-71.3944559,https://www.openstreetmap.org/way/495295087,https://overpass-api.de/,"OpenStreetMap contributors, ODbL"
way,495295088,,false,yes,,,,237,Williams Street,,,,,,,,41.8226348,-71.3949776,https://www.openstreetmap.org/way/495295088,https://overpass-api.de/,"OpenStreetMap contributors, ODbL"
way,495295089,,false,yes,,,,251,Williams Street,,,,,,,,41.8227222,-71.3947223,https://www.openstreetmap.org/way/495295089,https://overpass-api.de/,"OpenStreetMap contributors, ODbL"
way,495295090,,false,yes,,,,233,Williams Street,,,,,,,,41.8226306,-71.3951461,https://www.openstreetmap.org/way/495295090,https://overpass-api.de/,"OpenStreetMap contributors, ODbL"
way,495295091,,false,yes,,,,115,,,,,,,,,41.8227446,-71.3966427,https://www.openstreetmap.org/way/495295091,https://overpass-api.de/,"OpenStreetMap contributors, ODbL"
way,495295092,,false,yes,,,,202;204,Williams Street,,,,,,,,41.8227884,-71.3964022,https://www.openstreetmap.org/way/495295092,https://overpass-api.de/,"OpenStreetMap contributors, ODbL"
way,495328570,,false,yes,,,,74-80,Benevolent Street,,,,,,,,41.8250251,-71.3992128,https://www.openstreetmap.org/way/495328570,https://overpass-api.de/,"OpenStreetMap contributors, ODbL"
way,495328571,,false,yes,,,,70-72,Benevolent Street,,,,,,,,41.8249964,-71.3994221,https://www.openstreetmap.org/way/495328571,https://overpass-api.de/,"OpenStreetMap contributors, ODbL"
way,495328572,,false,yes,,,,66-68,Benevolent Street,,,,,,,,41.8249706,-71.3996178,https://www.openstreetmap.org/way/495328572,https://overpass-api.de/,"OpenStreetMap contributors, ODbL"
way,495328573,Hirschfeld House,true,university,,,,163,George Street,,,,,,,,41.8254633,-71.3992244,https://www.openstreetmap.org/way/495328573,https://overpass-api.de/,"OpenStreetMap contributors, ODbL"
way,495328574,Meiklejohn House,true,university,,,,159,George Street,,,,,,,,41.8254694,-71.3994177,https://www.openstreetmap.org/way/495328574,https://overpass-api.de/,"OpenStreetMap contributors, ODbL"
way,495328575,,false,yes,,,,84,Benevolent Street,Providence,RI,,3,,,,41.8250595,-71.3987015,https://www.openstreetmap.org/way/495328575,https://overpass-api.de/,"OpenStreetMap contributors, ODbL"
way,495328576,,false,yes,,,,86,Benevolent Street,Providence,RI,,,,,,41.8250982,-71.3985037,https://www.openstreetmap.org/way/495328576,https://overpass-api.de/,"OpenStreetMap contributors, ODbL"
way,495328577,WBRU,false,yes,studio,,,88,Benevolent Street,Providence,RI,,2,Q7947403,en:WBRU,https://www.wbru.com/,41.8251111,-71.3983621,https://www.openstreetmap.org/way/495328577,https://overpass-api.de/,"OpenStreetMap contributors, ODbL"
way,495328578,,false,yes,,,,,,,,,,,,,41.8251039,-71.3981664,https://www.openstreetmap.org/way/495328578,https://overpass-api.de/,"OpenStreetMap contributors, ODbL"
way,495328579,,false,yes,,,,,,,,,,,,,41.8251941,-71.3979851,https://www.openstreetmap.org/way/495328579,https://overpass-api.de/,"OpenStreetMap contributors, ODbL"
way,495328580,,false,yes,,,,,,,,,,,,,41.8252745,-71.3975228,https://www.openstreetmap.org/way/495328580,https://overpass-api.de/,"OpenStreetMap contributors, ODbL"
way,495328581,,false,detached,,,,195,George Street,Providence,RI,02906,,,,,41.8255895,-71.3975886,https://www.openstreetmap.org/way/495328581,https://overpass-api.de/,"OpenStreetMap contributors, ODbL"
way,495328582,,false,detached,,,,183,George Street,Providence,RI,02906,,,,,41.8255354,-71.3981,https://www.openstreetmap.org/way/495328582,https://overpass-api.de/,"OpenStreetMap contributors, ODbL"
way,495328583,,false,detached,,,,,,,,,,,,,41.8254905,-71.3983873,https://www.openstreetmap.org/way/495328583,https://overpass-api.de/,"OpenStreetMap contributors, ODbL"
way,495328584,,false,detached,,,,173,George Street,Providence,RI,02906,,,,,41.8255068,-71.3986756,https://www.openstreetmap.org/way/495328584,https://overpass-api.de/,"OpenStreetMap contributors, ODbL"
way,495328585,,false,detached,,,,167;169,George Street,,RI,02906,,,,,41.8254872,-71.3988636,https://www.openstreetmap.org/way/495328585,https://overpass-api.de/,"OpenStreetMap contributors, ODbL"
way,495328586,,false,yes,,,,305,Brook Street,,,,,,,,41.8253206,-71.3987708,https://www.openstreetmap.org/way/495328586,https://overpass-api.de/,"OpenStreetMap contributors, ODbL"
way,495328587,,false,detached,,,,281;283,Charlesfield Street;Brook Street,Providence,RI,02906,,,,,41.8245701,-71.3987137,https://www.openstreetmap.org/way/495328587,https://overpass-api.de/,"OpenStreetMap contributors, ODbL"
way,495328588,,false,detached,,,,277,Brook Street,Providence,RI,02906,,,,,41.8244384,-71.3987171,https://www.openstreetmap.org/way/495328588,https://overpass-api.de/,"OpenStreetMap contributors, ODbL"
way,495328589,,false,semidetached_house,,,,71;73,Charlesfield Street,Providence,RI,,,,,,41.824248,-71.398598,https://www.openstreetmap.org/way/495328589,https://overpass-api.de/,"OpenStreetMap contributors, ODbL"
way,495328590,,false,detached,,,,287,Brook Street,Providence,RI,02906,,,,,41.824706,-71.3987538,https://www.openstreetmap.org/way/495328590,https://overpass-api.de/,"OpenStreetMap contributors, ODbL"
way,495328592,,false,detached,,,,291,Brook Street,Providence,RI,02906,,,,,41.824824,-71.3987864,https://www.openstreetmap.org/way/495328592,https://overpass-api.de/,"OpenStreetMap contributors, ODbL"
way,495328593,,false,yes,,,,93,,,,,,,,,41.824826,-71.3985392,https://www.openstreetmap.org/way/495328593,https://overpass-api.de/,"OpenStreetMap contributors, ODbL"
way,495328596,,false,yes,,,,,,,,,,,,,41.8246499,-71.3990916,https://www.openstreetmap.org/way/495328596,https://overpass-api.de/,"OpenStreetMap contributors, ODbL"
way,495328597,,false,yes,,,,284,Brook Street,,,,,,,,41.8245884,-71.3992133,https://www.openstreetmap.org/way/495328597,https://overpass-api.de/,"OpenStreetMap contributors, ODbL"
way,495328598,,false,yes,,,,83-85,Benevolent Street,,,,,,,,41.8247734,-71.3991027,https://www.openstreetmap.org/way/495328598,https://overpass-api.de/,"OpenStreetMap contributors, ODbL"
way,495335531,,true,university,,,,137,Waterman Street,Providence,RI,02912,,,,,41.8271496,-71.3978139,https://www.openstreetmap.org/way/495335531,https://overpass-api.de/,"OpenStreetMap contributors, ODbL"
way,495335532,,false,yes,,,,133,Waterman Street,Providence,RI,02912,,,,,41.8273664,-71.3980309,https://www.openstreetmap.org/way/495335532,https://overpass-api.de/,"OpenStreetMap contributors, ODbL"
way,495335533,,false,yes,,,,131,Waterman Street,Providence,RI,02912,,,,,41.827332,-71.3981716,https://www.openstreetmap.org/way/495335533,https://overpass-api.de/,"OpenStreetMap contributors, ODbL"
way,495335534,,false,yes,,,,129,Waterman Street,Providence,RI,02912,,,,,41.8273231,-71.3983314,https://www.openstreetmap.org/way/495335534,https://overpass-api.de/,"OpenStreetMap contributors, ODbL"
way,495335535,,false,detached,,,,,,,,,,,,,41.8273486,-71.396935,https://www.openstreetmap.org/way/495335535,https://overpass-api.de/,"OpenStreetMap contributors, ODbL"
way,495335536,,false,commercial,,,,145,Waterman Street,Providence,RI,02906,,,,,41.827439,-71.3966298,https://www.openstreetmap.org/way/495335536,https://overpass-api.de/,"OpenStreetMap contributors, ODbL"
way,495335537,,false,yes,,,,,,,,,,,,,41.8271239,-71.3965734,https://www.openstreetmap.org/way/495335537,https://overpass-api.de/,"OpenStreetMap contributors, ODbL"
way,495335538,,false,house,,,,179,Hope Street,Providence,RI,02906,,,,,41.8269392,-71.3969259,https://www.openstreetmap.org/way/495335538,https://overpass-api.de/,"OpenStreetMap contributors, ODbL"
way,495335539,,false,yes,,,,,,,,,,,,,41.8270293,-71.3967641,https://www.openstreetmap.org/way/495335539,https://overpass-api.de/,"OpenStreetMap contributors, ODbL"
way,495335540,,false,yes,,,,60,Manning Street,,,,,,,,41.8270974,-71.3961987,https://www.openstreetmap.org/way/495335540,https://overpass-api.de/,"OpenStreetMap contributors, ODbL"
way,495335541,,false,yes,,,,,,,,,,,,,41.8270741,-71.3959102,https://www.openstreetmap.org/way/495335541,https://overpass-api.de/,"OpenStreetMap contributors, ODbL"
way,495335542,,false,yes,,,,61,,,,,,,,,41.8268901,-71.3957361,https://www.openstreetmap.org/way/495335542,https://overpass-api.de/,"OpenStreetMap contributors, ODbL"
way,495335543,,false,yes,,,,151,Waterman Street,Providence,RI,02906,,,,,41.8274263,-71.3957587,https://www.openstreetmap.org/way/495335543,https://overpass-api.de/,"OpenStreetMap contributors, ODbL"
way,495335544,,false,yes,,,,157,,,,,,,,,41.8274047,-71.3950576,https://www.openstreetmap.org/way/495335544,https://overpass-api.de/,"OpenStreetMap contributors, ODbL"
way,495335545,,false,yes,,,,,,,,,,,,,41.8270059,-71.3950497,https://www.openstreetmap.org/way/495335545,https://overpass-api.de/,"OpenStreetMap contributors, ODbL"
way,495335546,,false,yes,,,,159,,,,,,,,,41.8274265,-71.3945708,https://www.openstreetmap.org/way/495335546,https://overpass-api.de/,"OpenStreetMap contributors, ODbL"
way,495335547,,false,yes,,,,,,,,,,,,,41.82738,-71.3948343,https://www.openstreetmap.org/way/495335547,https://overpass-api.de/,"OpenStreetMap contributors, ODbL"
way,495335548,,false,yes,,,,,,,,,,,,,41.8271755,-71.3948953,https://www.openstreetmap.org/way/495335548,https://overpass-api.de/,"OpenStreetMap contributors, ODbL"
way,495335549,,false,yes,,,,161,,,,,,,,,41.8274371,-71.3942627,https://www.openstreetmap.org/way/495335549,https://overpass-api.de/,"OpenStreetMap contributors, ODbL"
way,495335550,,false,yes,,,,163,,,,,,,,,41.8274319,-71.3940798,https://www.openstreetmap.org/way/495335550,https://overpass-api.de/,"OpenStreetMap contributors, ODbL"
way,495335551,,false,yes,,,,72,Manning Street,,,,,,,,41.8269694,-71.3943126,https://www.openstreetmap.org/way/495335551,https://overpass-api.de/,"OpenStreetMap contributors, ODbL"
way,495335552,,false,yes,,,,,,,,,,,,,41.827085,-71.3946356,https://www.openstreetmap.org/way/495335552,https://overpass-api.de/,"OpenStreetMap contributors, ODbL"
way,495335553,,false,yes,,,,56,,,,,,,,,41.8265428,-71.3951972,https://www.openstreetmap.org/way/495335553,https://overpass-api.de/,"OpenStreetMap contributors, ODbL"
way,495335554,,false,yes,,,,46,Cooke Street,,,,,,,,41.8263343,-71.3951924,https://www.openstreetmap.org/way/495335554,https://overpass-api.de/,"OpenStreetMap contributors, ODbL"
way,495335555,,false,yes,,,,67,Manning Street,,,,,,,,41.8264746,-71.394914,https://www.openstreetmap.org/way/495335555,https://overpass-api.de/,"OpenStreetMap contributors, ODbL"
way,495335556,,false,residential,,,,63,Manning Street,Providence,RI,02906,,,,,41.8265404,-71.3957298,https://www.openstreetmap.org/way/495335556,https://overpass-api.de/,"OpenStreetMap contributors, ODbL"
way,495335557,,false,yes,,,,59,Manning Street,,,,,,,,41.8265289,-71.3961557,https://www.openstreetmap.org/way/495335557,https://overpass-api.de/,"OpenStreetMap contributors, ODbL"
way,495335558,,false,residential,,,,177,Hope Street,Providence,RI,02906,,,,,41.8264648,-71.3970454,https://www.openstreetmap.org/way/495335558,https://overpass-api.de/,"OpenStreetMap contributors, ODbL"
way,495335559,,false,residential,,,,47,Manning Street,Providence,RI,02906,,,,,41.8265069,-71.3968179,https://www.openstreetmap.org/way/495335559,https://overpass-api.de/,"OpenStreetMap contributors, ODbL"
way,495335560,,false,yes,,,,224,,,,,,,,,41.8262497,-71.3962814,https://www.openstreetmap.org/way/495335560,https://overpass-api.de/,"OpenStreetMap contributors, ODbL"
way,495335561,,false,yes,,,,236,,,,,,,,,41.82601,-71.3960627,https://www.openstreetmap.org/way/495335561,https://overpass-api.de/,"OpenStreetMap contributors, ODbL"
way,495335562,,false,yes,,,,37,,,,,,,,,41.8259973,-71.395697,https://www.openstreetmap.org/way/495335562,https://overpass-api.de/,"OpenStreetMap contributors, ODbL"
way,495335563,,false,yes,,,,41,Cooke Street,,,,,,,,41.8261958,-71.3957023,https://www.openstreetmap.org/way/495335563,https://overpass-api.de/,"OpenStreetMap contributors, ODbL"
way,495335564,,false,yes,,,,25,Cooke Street,,,,,,,,41.824868,-71.3957022,https://www.openstreetmap.org/way/495335564,https://overpass-api.de/,"OpenStreetMap contributors, ODbL"
way,495335565,,false,yes,,,,109,Benevolent Street,,,,,,,,41.8249426,-71.3959905,https://www.openstreetmap.org/way/495335565,https://overpass-api.de/,"OpenStreetMap contributors, ODbL"
way,495335566,,false,detached,,,,251,George Street,,,,,,,,41.8256337,-71.3951035,https://www.openstreetmap.org/way/495335566,https://overpass-api.de/,"OpenStreetMap contributors, ODbL"
way,495335567,,false,yes,,,,38,,,,,,,,,41.8259696,-71.395189,https://www.openstreetmap.org/way/495335567,https://overpass-api.de/,"OpenStreetMap contributors, ODbL"
way,495335568,,false,yes,,,,279,George Street,,,,,,,,41.8257241,-71.3943144,https://www.openstreetmap.org/way/495335568,https://overpass-api.de/,"OpenStreetMap contributors, ODbL"
way,495335569,,false,detached,,,,152,Governor Street,Providence,RI,02906,,,,,41.8257257,-71.3940563,https://www.openstreetmap.org/way/495335569,https://overpass-api.de/,"OpenStreetMap contributors, ODbL"
way,495335570,,false,semidetached_house,,,,146;148,Governor Street,Providence,RI,02906,,,,,41.8255562,-71.3941372,https://www.openstreetmap.org/way/495335570,https://overpass-api.de/,"OpenStreetMap contributors, ODbL"
way,495335571,,false,detached,,,,140,Governor Street,Providence,RI,02906,,,,,41.8254116,-71.394143,https://www.openstreetmap.org/way/495335571,https://overpass-api.de/,"OpenStreetMap contributors, ODbL"
way,495335572,,false,detached,,,,138,Governor Street,Providence,RI,02906,,,,,41.8252694,-71.3942008,https://www.openstreetmap.org/way/495335572,https://overpass-api.de/,"OpenStreetMap contributors, ODbL"
way,495335573,,false,semidetached_house,,,,,,,,,,,,,41.8249632,-71.3941472,https://www.openstreetmap.org/way/495335573,https://overpass-api.de/,"OpenStreetMap contributors, ODbL"
way,495335574,,false,yes,,,,,,,,,,,,,41.8249354,-71.3944949,https://www.openstreetmap.org/way/495335574,https://overpass-api.de/,"OpenStreetMap contributors, ODbL"
way,495335575,,false,yes,,,,,,,,,,,,,41.8249325,-71.3947168,https://www.openstreetmap.org/way/495335575,https://overpass-api.de/,"OpenStreetMap contributors, ODbL"
way,495335576,,false,yes,,,,26,,,,,,,,,41.8249392,-71.3951266,https://www.openstreetmap.org/way/495335576,https://overpass-api.de/,"OpenStreetMap contributors, ODbL"
way,495335577,,false,residential,,,,20,Cooke Street,Providence,RI,02906,,,,,41.8247177,-71.3952025,https://www.openstreetmap.org/way/495335577,https://overpass-api.de/,"OpenStreetMap contributors, ODbL"
way,495335578,,false,residential,,,,18,Cooke Street,Providence,RI,02906,,,,,41.8245781,-71.3951851,https://www.openstreetmap.org/way/495335578,https://overpass-api.de/,"OpenStreetMap contributors, ODbL"
way,495335579,,false,yes,,,,,,,,,,,,,41.8246281,-71.3948161,https://www.openstreetmap.org/way/495335579,https://overpass-api.de/,"OpenStreetMap contributors, ODbL"
way,495335580,,false,yes,,,,,,,,,,,,,41.8247462,-71.3948709,https://www.openstreetmap.org/way/495335580,https://overpass-api.de/,"OpenStreetMap contributors, ODbL"
way,495335581,,false,yes,,,,11,,,,,,,,,41.8244737,-71.3948495,https://www.openstreetmap.org/way/495335581,https://overpass-api.de/,"OpenStreetMap contributors, ODbL"
way,495335582,,false,garages,,,,18,Cooke Street,,,,,,,,41.8244462,-71.3949948,https://www.openstreetmap.org/way/495335582,https://overpass-api.de/,"OpenStreetMap contributors, ODbL"
way,495335583,,false,detached,,,,,,,,,,,,,41.8244548,-71.3942962,https://www.openstreetmap.org/way/495335583,https://overpass-api.de/,"OpenStreetMap contributors, ODbL"
way,495335584,,false,yes,,,,,,,,,,,,,41.8247439,-71.3941835,https://www.openstreetmap.org/way/495335584,https://overpass-api.de/,"OpenStreetMap contributors, ODbL"
way,495335585,,false,yes,,,,,,,,,,,,,41.8248149,-71.3942979,https://www.openstreetmap.org/way/495335585,https://overpass-api.de/,"OpenStreetMap contributors, ODbL"
way,495335586,,false,yes,,,,,,,,,,,,,41.8246055,-71.394538,https://www.openstreetmap.org/way/495335586,https://overpass-api.de/,"OpenStreetMap contributors, ODbL"
way,495335587,,false,terrace,,,,8;10;12;14,Cooke Street,Providence,RI,02906,,,,,41.8241236,-71.3951498,https://www.openstreetmap.org/way/495335587,https://overpass-api.de/,"OpenStreetMap contributors, ODbL"
way,495335588,,false,semidetached_house,,,,14;16,,,,,,,,,41.8241561,-71.3948739,https://www.openstreetmap.org/way/495335588,https://overpass-api.de/,"OpenStreetMap contributors, ODbL"
way,495335589,,false,detached,,,,,,,,,,,,,41.8241325,-71.3946647,https://www.openstreetmap.org/way/495335589,https://overpass-api.de/,"OpenStreetMap contributors, ODbL"
